Word_Count,Word,index,X1,Y1,X2,Y2
1,vishnu,3,511,272,1248,402
2,Foods.,5,1384,426,1994,533
3,641,7,41,724,306,712
4,E,9,414,707,548,701
5,A1go,11,738,694,1299,669
6,Schaumburg,13,135,863,1333,863
7,",",15,1333,890,1433,890
8,IL,17,1605,901,1818,901
9,6017,19,1955,861,2434,861
10,NAMASTE,21,726,1255,1599,1293
11,BHAV,23,2364,1390,2637,1414
12,3/4/2018,25,34,1462,459,1443
13,7:48:27,27,523,1441,974,1421
14,PM,29,1042,1441,1172,1435
15,ONIONS,31,39,1776,336,1769
16,E,33,403,1763,459,1762
17,LBS,35,526,1761,707,1757
18,3,37,70,1925,114,1925
19,$1.49ea,39,262,1923,698,1921
20,PENOLA,41,32,2094,336,2094
21,PEANUT,43,401,2086,777,2086
22,OIL,45,852,2083,1047,2083
23,1GAL,47,1128,2083,1377,2083
24,$4.47,49,2037,1923,2363,1909
25,Tx1,51,2438,1913,2623,1905
26,$9.99,53,2045,2075,2372,2075
27,Tx1,55,2442,2071,2632,2071
28,SUB,57,26,2408,177,2415
29,TOTAL,59,224,2410,533,2425
30,Tax,61,34,2570,174,2587
31,1,63,243,2585,276,2589
32,$14.46,65,1989,2395,2382,2395
33,$0.33,67,2056,2558,2387,2571
34,$14.79,69,1772,2868,2523,2901
35,$14.79,71,2010,3038,2399,3072
36,TOTAL,73,30,2885,586,2934
37,Credit,75,24,3057,345,3085
38,card,77,407,3076,667,3099
39,Item,79,32,3220,233,3238
40,count:,81,287,3241,646,3272
41,4,83,732,3279,799,3285
42,Trans:219713Termina1:0400033-001001,85,20,3332,2674,3287
43,ermina,87,1128,3460,1508,3436
44,l:,89,1544,3433,1630,3428
45,THANK,91,469,3604,793,3590
46,YOU,93,861,3614,1065,3605
47,&,95,1128,3610,1197,3607
48,COME,97,1261,3593,1533,3581
49,AGAIN,99,1590,3551,1902,3537
