Word_Count,Word,index,X1,Y1,X2,Y2
1,1.17,3,2205,85,2303,81
2,0.0.00,5,1460,160,1877,178
3,o.00,7,2431,166,2554,155
4,250.00,9,1935,280,2310,280
5,4.96,11,2189,377,2297,372
6,208.00,13,2346,369,2580,359
7,4.96,15,2177,483,2304,483
8,0),17,2017,505,2034,506
9,1),19,1275,542,1391,547
10,0.00,21,1438,548,1871,567
11,2.5,23,1907,570,1983,573
12,117,25,2177,767,2279,766
13,49.00,27,2317,765,2539,763
14,1.17,29,2159,869,2277,879
15,.00,31,2173,962,2290,962
16,0.00,33,2327,962,2521,962
17,vol,35,1100,1113,1151,1115
18,1,37,1218,1117,1227,1117
19,:,39,1249,1139,1264,1140
20,"86,66",41,1275,1135,1408,1141
21,|,43,1421,1125,1430,1125
22,to,45,1458,1143,1503,1145
23,.,47,1505,1145,1528,1146
24,(,49,1533,1159,1544,1159
25,o,51,1553,1157,1580,1158
26,),53,1588,1157,1601,1158
27,|||,55,1618,1133,1688,1136
28,186.66,57,1714,1151,1869,1158
29,12.5,59,1891,1145,1975,1149
30,%,61,1974,1157,1999,1158
31,",",63,2002,1184,2011,1184
32,2.17,65,2134,1161,2266,1161
33,01.00,67,2293,1161,2520,1161
34,2.5,69,1907,1251,1960,1253
35,2.17,71,2167,1255,2257,1260
36,1-31.34,73,1419,1314,1596,1319
37,|,75,1614,1320,1627,1320
38,|,77,1671,1322,1686,1322
39,harge,79,842,1326,918,1329
40,11.34,81,1275,1328,1381,1331
41,{,83,1718,1340,1733,1340
42,(,85,1740,1350,1753,1350
43,",",87,1761,1354,1786,1355
44,(,89,1787,1352,1802,1352
45,),91,1809,1354,1822,1354
46,(,93,1824,1354,1837,1354
47,),95,1846,1354,1855,1354
48,0.00,97,1742,1346,1853,1346
49,2.00,99,1880,1346,2265,1346
50,0.00,101,2311,1346,2503,1346
51,51,103,2012,1692,2042,1692
52,,105,2124,1710,2150,1710
53,34,107,2159,1720,2213,1720
54,),109,2214,1724,2248,1724
55,03,111,1261,1761,1347,1763
56,10.390.00,113,1421,1765,1844,1775
57,5.19,115,2140,1974,2234,1975
58,168.00,117,2279,1976,2487,1979
59,5.10,119,2138,2067,2232,2072
60,104.76,121,1113,2301,1365,2312
61,.0762.5,123,1407,2315,1949,2339
62,19,125,1299,2502,1346,2500
63,18.811106.1,127,1427,2660,1862,2679
64,.125.80,129,2144,2691,2569,2710
65,",",131,2092,2782,2098,2782
66,179,133,2102,2772,2207,2772
67,.,135,2212,2784,2228,2784
68,(,137,2228,2784,2244,2784
69,),139,2242,2794,2256,2794
70,(,141,2260,2794,2272,2794
71,),143,2279,2792,2295,2792
72,o,145,1915,2774,1933,2774
73,',147,1933,2774,1953,2774
74,',149,1960,2772,1966,2772
75,",",151,1968,2799,1976,2799
76,",",153,1980,2794,1988,2794
77,7.19.53,155,2100,3509,2238,3509
78,|,157,2262,3509,2270,3509
79,,159,2293,3509,2317,3509
80,230.0,161,2325,3518,2448,3518
81,(,163,2451,3522,2465,3522
82,),165,2469,3518,2483,3518
83,9Gs,167,1952,3749,2035,3749
84,o.oo,169,2077,3749,2225,3749
85,",,",171,1184,3834,1211,3834
86,|,173,1214,3834,1225,3834
87,,175,1243,3837,1262,3837
88,30.04,177,1269,3847,1393,3846
89,|,179,1409,3828,1418,3828
90,,181,1442,3837,1459,3837
91,(,183,1466,3849,1477,3849
92,),185,1484,3849,1497,3849
93,.,187,1503,3867,1510,3867
94,(,189,1515,3849,1528,3849
95,),191,1533,3849,1546,3849
96,(,193,1547,3849,1562,3849
97,),195,1568,3849,1581,3849
98,|,197,1592,3826,1607,3826
99,31,199,1620,3826,1661,3826
100,i17.12,201,1683,3839,1834,3838
101,|,203,1852,3824,1863,3824
102,2.5,205,1870,3843,1929,3843
103,se..eoou,207,950,3847,1109,3846
104,:,209,1117,3851,1124,3851
105,2.52.94,211,1872,3916,2209,3916
106,To.oo,213,2039,4072,2220,4080
