Word_Count,Word,index,X1,Y1,X2,Y2
1,41,3,75,551,74,520
2,Vishnu,5,73,496,66,343
3,Foods,7,65,317,60,197
4,A,9,100,412,101,390
5,lgonquin,11,101,380,109,195
6,SchaumurgIL,13,124,553,124,231
7,847-303-5116,15,139,488,144,193
8,NAMASTE,17,172,435,174,264
9,BHAV,19,193,111,191,58
10,3/4/2018,21,197,572,196,489
11,7:48:27,23,195,475,194,386
12,PM,25,195,372,195,347
13,ONIONS,27,236,572,235,513
14,E,29,235,499,235,489
15,LBS,31,235,474,235,439
16,3,33,256,567,256,560
17,$1.49ea.,35,256,531,256,431
18,PENOLA,37,276,573,276,513
19,PEANUT,39,275,500,275,426
20,OIL,41,275,411,275,372
21,1GAL,43,274,355,274,307
22,$4.47,45,253,175,253,111
23,Tx1,47,253,96,253,59
24,$9.99,49,273,174,273,110
25,Tx1,51,273,94,273,58
26,$14.46,53,311,185,314,107
27,SUB,55,314,574,315,546
28,TOTAL,57,315,535,317,476
29,Tax,59,334,574,336,547
30,1,61,337,533,338,527
31,$0.33,63,333,172,334,107
32,$14-79,65,371,229,375,81
33,TOTAL,67,374,574,380,464
34,Credit,69,395,575,398,513
35,card,71,398,499,400,448
36,Item,73,414,575,416,535
37,count:,75,418,523,422,452
38,4,77,421,435,422,422
39,Trans:219713,79,438,572,438,437
40,$14.79,81,391,182,396,104
41,Terminal:040000033-001001,83,435,368,430,53
42,THANK,85,464,485,461,422
43,YOU,87,465,407,463,368
44,&,89,464,354,463,342
45,COME,91,463,327,461,276
46,AGAIN,93,458,262,455,202
