,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
37,0,1,Ooty,3,1078,801,1191,807
60,1,2,Vegetables&,5,1216,801,1548,827
93,2,3,Fruits,7,1565,828,1735,838
54,3,4,1,9,1175,939,1183,940
58,4,5,"109,",11,1206,939,1293,949
72,5,6,OFR,13,1315,950,1371,955
80,6,7,ain,15,1405,950,1478,964
89,7,8,"Poad,",17,1510,968,1608,976
61,8,9,Padur,19,1228,992,1321,1000
78,9,10,603103.,21,1358,1004,1535,1020
62,10,11,Ph:,23,1246,1035,1300,1040
73,11,12,805607333,25,1315,1035,1517,1059
33,12,13,Uender:,27,1045,1061,1188,1073
56,13,14,1,29,1196,1074,1208,1075
31,14,15,04-03-2018,31,1033,1135,1257,1154
81,15,17,Ticket,35,1413,1135,1528,1142
91,16,18,to.:,37,1549,1135,1632,1147
100,17,19,3549,39,1639,1147,1722,1151
68,18,16,19:09,33,1279,1163,1384,1172
84,19,20,Scale,41,1470,1179,1577,1188
99,20,21,Ho,43,1590,1195,1640,1199
102,21,23,;,47,1665,1195,1675,1201
101,22,22,',45,1639,1214,1653,1215
28,23,24,kg,49,1021,1271,1063,1273
35,25,25,(,51,1065,1271,1083,1276
39,24,26,PCS,53,1086,1271,1151,1276
40,26,27,89071.20,55,1086,1510,1696,1537
42,27,28,TA,57,1086,1553,1130,1551
46,28,30,"0,160",61,1102,1598,1219,1598
70,29,31,aErf,63,1287,1598,1439,1601
87,30,32,-29.90,65,1510,1598,1703,1605
22,31,29,AUR,59,988,1624,1055,1624
47,32,33,0.30,67,1102,1673,1215,1683
63,33,34,50.00,69,1246,1685,1456,1703
24,35,41,HITE,83,1004,1708,1094,1725
86,34,35,18.50,71,1496,1708,1694,1725
49,36,42,POOSAI,85,1112,1730,1270,1753
43,37,43,0.490,87,1096,1775,1208,1790
18,38,44,KARHTAI,89,970,1801,1121,1821
77,39,36,20.00,73,1344,1801,1455,1817
41,40,37,0.230,75,1086,1860,1207,1870
16,42,45,YELLOU,91,964,1888,1101,1909
76,41,38,45.00,77,1336,1888,1455,1898
98,43,39,10.35,79,1590,1899,1703,1909
50,44,46,POOSHI,93,1126,1911,1281,1929
74,45,40,20.00,81,1336,1982,1447,1992
14,46,47,UALAI,95,952,1992,1071,2002
45,47,48,THANDU,97,1102,2006,1241,2018
75,48,53,14.00,107,1336,2084,1447,2094
11,49,49,OHION,99,941,2104,1064,2114
97,50,54,14.00,109,1578,2104,1695,2114
38,51,50,BIG,101,1086,2116,1157,2122
10,52,51,SURAKKA,103,931,2199,1105,2207
34,53,64,0.610,129,1055,2248,1174,2258
59,54,65,"45,00",131,1216,2262,1428,2281
85,55,66,27.45,133,1470,2283,1692,2302
9,56,52,POTATO,105,921,2301,1075,2308
79,57,67,.00,135,1368,2384,1437,2390
96,58,68,13.53,137,1578,2397,1704,2408
30,59,69,0.420,139,1033,2474,1156,2479
71,60,70,50.00,141,1305,2486,1428,2491
94,61,71,21.00,143,1565,2510,1690,2515
8,62,55,ladies,111,903,2533,1047,2537
36,63,56,finger,113,1078,2533,1216,2545
29,64,72,0.290,145,1021,2584,1140,2590
57,65,73,8.0011.02,147,1196,2594,1690,2620
7,67,57,CHOW,115,887,2651,986,2651
26,66,58,CHOW,117,1004,2651,1118,2651
27,68,74,0.260,149,1013,2705,1134,2710
55,69,75,"56,00",151,1187,2705,1412,2722
90,70,76,"14.5f,",153,1535,2728,1689,2735
6,71,59,BEETROOT,119,876,2773,1082,2773
25,72,77,0.230,155,1004,2831,1132,2835
69,73,78,"45,00",157,1287,2831,1411,2842
95,74,79,10.35,159,1571,2844,1692,2847
5,75,60,GARLIC,121,864,2896,1021,2896
32,76,61,HADU,123,1045,2896,1157,2899
23,77,80,0.090,161,988,2951,1115,2954
53,78,81,90.008.10,163,1167,2951,1681,2966
4,79,62,GINGER,125,856,3025,1014,3025
20,80,82,0.130,165,982,3085,1115,3085
67,81,83,"57,00",167,1269,3085,1402,3085
3,82,63,CARROT,127,842,3148,1002,3149
19,83,84,0.450,169,976,3209,1112,3212
66,84,85,"75,00",171,1269,3209,1397,3214
92,85,86,33.75,173,1549,3209,1687,3221
44,86,98,BIG,197,1102,3279,1184,3279
17,87,87,0.160,175,970,3335,1100,3338
64,88,88,"55,008,80",177,1258,3335,1690,3349
2,90,99,GREEN,199,822,3405,962,3407
21,89,100,CHILLI,201,988,3405,1140,3398
15,91,89,0.080,179,952,3445,1090,3446
52,92,90,40.00,181,1135,3445,1386,3449
83,93,91,3.20,183,1448,3445,1681,3451
12,94,102,STICK,205,941,3541,1067,3530
0,95,101,DRUM,203,748,3559,921,3544
13,96,92,0.130,185,952,3594,1080,3596
51,97,93,55.00,187,1135,3594,1372,3602
82,98,94,.15,189,1427,3594,1677,3606
48,99,95,21,191,1112,3738,1158,3739
65,100,96,Total,193,1258,3738,1393,3745
88,101,97,"360,77",195,1510,3738,1675,3747
1,102,103,To,207,822,3874,860,3876
