,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
87,0,1,1.17,3,2205,85,2303,81
25,1,2,0.0.00,5,1458,160,1877,178
103,2,3,o.00,7,2431,160,2554,155
61,3,4,250.00,9,1933,280,2310,280
86,5,5,4.96,11,2189,369,2297,372
102,4,6,208.00,13,2346,369,2580,359
84,6,7,4.96,15,2173,483,2304,483
69,7,8,0),17,2012,505,2034,506
13,8,9,1),19,1275,542,1391,547
22,9,10,0.00,21,1438,542,1871,567
57,10,11,2.5,23,1907,570,1983,573
85,12,12,117,25,2173,765,2279,766
99,11,13,49.00,27,2317,765,2539,763
81,13,14,1.17,29,2159,869,2277,879
83,14,15,.00,31,2173,962,2290,962
101,15,16,0.00,33,2325,962,2521,962
2,16,17,vol,35,1100,1113,1151,1115
7,17,18,1,37,1214,1113,1227,1117
19,18,21,|,43,1419,1125,1430,1125
39,19,27,|||,55,1614,1125,1688,1136
9,21,19,:,39,1249,1135,1264,1140
14,20,20,"86,66",41,1275,1135,1408,1141
24,22,22,to,45,1458,1135,1503,1145
29,23,23,.,47,1503,1145,1528,1146
43,25,28,186.66,57,1714,1145,1869,1158
56,24,29,12.5,59,1891,1145,1975,1149
32,29,24,(,49,1533,1157,1544,1159
34,28,25,o,51,1553,1157,1580,1158
36,27,26,),53,1588,1157,1601,1158
65,26,30,%,61,1974,1157,1999,1158
76,30,32,2.17,65,2134,1157,2266,1161
96,31,33,01.00,67,2293,1157,2520,1161
67,32,31,",",63,2002,1184,2011,1184
58,33,34,2.5,69,1907,1251,1960,1253
82,34,35,2.17,71,2167,1251,2257,1260
18,35,36,1-31.34,73,1419,1314,1596,1319
38,36,37,|,75,1614,1314,1627,1320
41,37,38,|,77,1671,1314,1686,1322
0,38,39,harge,79,842,1326,918,1329
12,39,40,11.34,81,1275,1326,1381,1331
44,40,41,{,83,1714,1340,1733,1340
46,41,48,0.00,97,1740,1340,1853,1346
55,42,49,2.00,99,1880,1340,2265,1346
98,43,50,0.00,101,2311,1340,2503,1346
45,44,42,(,85,1740,1350,1753,1350
47,46,43,",",87,1761,1350,1786,1355
48,45,44,(,89,1787,1350,1802,1352
49,47,45,),91,1809,1350,1822,1354
50,48,46,(,93,1824,1350,1837,1354
51,49,47,),95,1846,1350,1855,1354
68,50,51,51,103,2012,1692,2042,1692
75,51,52,,105,2124,1710,2150,1710
80,52,53,34,107,2159,1720,2213,1720
89,53,54,),109,2212,1720,2248,1724
10,54,55,03,111,1261,1761,1347,1763
20,55,56,10.390.00,113,1419,1761,1844,1775
78,56,57,5.19,115,2140,1974,2234,1975
94,57,58,168.00,117,2279,1974,2487,1979
77,58,59,5.10,119,2134,2067,2232,2072
3,59,60,104.76,121,1113,2301,1365,2312
16,60,61,.0762.5,123,1407,2315,1949,2339
15,61,62,19,125,1299,2502,1346,2500
21,62,63,18.811106.1,127,1427,2660,1862,2679
79,63,64,.125.80,129,2140,2691,2569,2710
59,67,72,o,145,1915,2772,1933,2774
60,66,73,',147,1933,2772,1953,2774
63,65,74,',149,1960,2772,1966,2772
74,64,66,179,133,2100,2772,2207,2772
72,68,65,",",131,2092,2782,2098,2782
88,69,67,.,135,2212,2782,2228,2784
90,70,68,(,137,2228,2782,2244,2784
64,75,75,",",151,1968,2792,1976,2799
66,73,76,",",153,1980,2792,1988,2794
91,72,69,),139,2242,2792,2256,2794
92,74,70,(,141,2260,2792,2272,2794
95,71,71,),143,2279,2792,2295,2792
73,77,77,7.19.53,155,2100,3509,2238,3509
93,78,78,|,157,2260,3509,2270,3509
97,76,79,,159,2293,3509,2317,3509
100,80,80,230.0,161,2325,3509,2448,3518
105,79,82,),165,2469,3509,2483,3518
104,81,81,(,163,2451,3522,2465,3522
62,82,83,9Gs,167,1952,3749,2035,3749
71,83,84,o.oo,169,2077,3749,2225,3749
17,87,89,|,179,1407,3824,1418,3828
37,86,98,|,197,1588,3824,1607,3826
40,85,99,31,199,1620,3824,1661,3826
52,84,101,|,203,1852,3824,1863,3824
5,88,85,",,",171,1184,3834,1211,3834
6,89,86,|,173,1214,3834,1225,3834
8,90,87,,175,1243,3834,1262,3837
23,91,90,,181,1438,3834,1459,3837
42,92,100,i17.12,201,1683,3834,1834,3838
53,93,102,2.5,205,1870,3834,1929,3843
1,95,103,se..eoou,207,950,3847,1109,3846
4,102,104,:,209,1113,3847,1124,3851
11,94,88,30.04,177,1269,3847,1393,3846
26,99,91,(,183,1466,3847,1477,3849
27,101,92,),185,1484,3847,1497,3849
30,96,94,(,189,1515,3847,1528,3849
31,98,95,),191,1533,3847,1546,3849
33,97,96,(,193,1547,3847,1562,3849
35,100,97,),195,1568,3847,1581,3849
28,103,93,.,187,1503,3867,1510,3867
54,104,105,2.52.94,211,1870,3916,2209,3916
70,105,106,To.oo,213,2039,4072,2220,4080
