Word_Count,Word,index,X1,Y1,X2,Y2
1,Vishnu,3,582,300,1312,364
2,FoodS,5,1432,376,2001,426
3,d,7,2167,439,2685,484
4,1,9,279,570,426,576
5,E,11,516,580,661,586
6,A,13,838,594,1043,603
7,lgonquin,15,1105,605,2040,646
8,"Schaumburg,",17,234,747,1533,747
9,IL,19,1627,747,1870,747
10,60173,21,1990,747,2656,747
11,847-303-5116,23,568,904,2065,969
12,NAMASTE,25,829,1163,1701,1201
13,BHA,27,2465,1317,2671,1335
14,3/4/2018,29,134,1375,561,1356
15,7:48:27,31,624,1354,1077,1334
16,PM,33,1140,1348,1273,1342
17,ONIONS,35,139,1686,438,1678
18,E,37,505,1677,559,1676
19,LBS,39,629,1674,813,1669
20,3@,41,176,1847,321,1846
21,$1.49ea,43,383,1842,812,1840
22,PENOLA,45,134,2004,438,2004
23,PEANUT,47,502,2001,883,2001
24,OIL,49,953,1997,1152,1997
25,1GAL,51,1229,1994,1475,1994
26,$4.47,53,2139,1836,2465,1822
27,Tx,55,2542,1822,2673,1816
28,$9.99,57,2143,1987,2472,1986
29,Tx,59,2543,1987,2676,1987
30,SUB,61,127,2319,279,2326
31,TOTAL,63,323,2318,635,2333
32,ax,65,173,2514,267,2514
33,$14.46,67,2094,2297,2488,2314
34,$0.33,69,2160,2475,2486,2476
35,$14.79,71,1871,2778,2624,2811
36,TOTAL,73,129,2792,687,2841
37,Credit,75,127,2968,446,2996
38,card,77,510,2988,772,3011
39,Item,79,129,3124,333,3142
40,count:,81,388,3150,751,3182
41,4,83,832,3178,897,3184
42,$14.79,85,2109,2947,2504,2982
43,040000033-00100,87,1768,3234,2684,3314
44,Trans:219713,89,118,3308,802,3294
45,Terminal:040000033-0010,91,960,3290,2615,3255
