,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
18,1,19,in,39,326,207,326,210
19,0,20,Indin,41,326,207,326,189
0,3,1,Reliance,3,161,255,165,113
17,2,18,Designed,37,319,255,325,219
3,4,6,.LTD,13,219,354,219,338
4,5,5,CO,11,219,370,219,359
5,6,4,Y,9,219,370,219,373
16,7,17,Frea),35,319,427,321,408
15,8,16,Toll,33,319,448,320,431
14,9,15,9999,31,319,469,320,452
10,11,12,409.00,25,289,486,290,457
12,10,14,860,29,319,486,319,473
11,12,11,2,23,289,501,290,496
13,13,13,1800,27,319,501,319,490
2,16,3,and,7,201,518,202,512
7,15,8,Quantity,17,263,518,265,489
9,14,10,:,21,289,518,289,515
1,19,2,Jio,5,201,539,201,528
6,17,7,Net,15,263,539,264,526
8,18,9,MRP,19,289,539,289,519
