Word_Count,Word,index,X1,Y1,X2,Y2
1,4410,3,484,1848,497,1703
2,w,5,503,1667,506,1637
3,.,7,505,1636,508,1604
4,UNION,9,509,1557,525,1376
5,HILLS,11,527,1336,544,1144
6,DR,13,549,1110,556,1031
7,",",15,614,1019,615,1007
8,#,17,572,950,575,914
9,A,19,572,915,575,881
10,-,21,576,880,579,850
11,1,23,580,820,581,806
12,"GLENDALE,",25,578,1673,606,1357
13,AZ,27,610,1307,616,1236
14,85308,29,622,1193,639,1003
15,623-780-1234,31,667,1573,706,1132
16,#,33,811,1836,813,1808
17,261548,35,803,1763,821,1555
18,se,37,832,1956,839,1895
19,to,39,850,1795,857,1734
20,Credit,41,858,1714,882,1490
21,Card,43,887,1450,902,1311
22,Purchase,45,907,1267,938,985
23,01,47,1006,1781,1039,1483
24,8,49,1049,1395,1052,1369
25,53:22,51,1055,1338,1077,1140
26,PM,53,1080,1112,1089,1028
27,ASHIER:,55,1070,2073,1097,1842
28,SELENIA,57,1100,1817,1130,1561
29,LEDDY,59,1135,1521,1155,1350
30,Unit,61,1358,1543,1375,1402
31,Price,63,1376,1362,1397,1181
32,Total,65,1403,1106,1423,935
33,Price,67,1435,895,1456,712
34,FS,69,1423,2141,1432,2067
35,IODIZED,71,1435,2035,1463,1800
36,TABLE,73,1472,1762,1493,1589
37,SALT,75,1498,1553,1514,1416
38,737G,77,1519,1374,1535,1239
39,-,79,1537,1238,1541,1206
40,822486140,81,1539,1200,1577,885
41,SDR(2000,83,1517,2116,1592,1430
42,8606002080360,85,1596,1387,1649,903
43,S,87,1697,2128,1703,2074
44,TINDORA,89,1702,2063,1727,1821
45,(LB)-7799,91,1738,1779,1769,1483
46,$,93,1830,1521,1829,1493
47,2.49,95,1828,1492,1822,1354
48,/,97,1836,1352,1835,1320
49,lb,99,1842,1309,1840,1253
50,$2.49/1b,101,1823,1517,1846,1254
51,FS,103,1817,2157,1822,2094
52,OKRA,105,1825,2059,1837,1926
53,(,107,1844,1909,1842,1871
54,L,109,1846,1868,1845,1842
55,b,111,1846,1828,1845,1794
56,),113,1850,1785,1849,1767
57,139,115,1862,1716,1858,1625
58,17,117,1844,2112,1842,2064
59,',119,1893,2100,1895,2064
60,,121,1895,2063,1896,2039
61,TNGKWA,123,1919,2019,1927,1828
62,..,125,1952,1819,1953,1801
63,205552,127,1939,1793,1947,1600
64,$,129,1925,1531,1926,1503
65,1.99,131,1925,1502,1931,1366
66,/,133,1935,1366,1936,1338
67,1b,135,1937,1336,1940,1273
68,1.577,137,1978,2147,1978,1993
69,LB,139,1978,1952,1978,1892
70,FS,141,2039,2153,2039,2103
71,GUVAL-201182,143,2039,2073,2039,1677
72,0.61,145,2100,2155,2100,2029
73,lb,147,2100,1998,2100,1929
74,FS,149,2167,2153,2167,2090
75,PONNI,151,2163,2053,2163,1895
76,BOILED,153,2165,1854,2165,1661
77,RICE,155,2165,1628,2165,1505
78,(20LBS)-4796003130023,157,2161,1494,2161,856
79,$3.48,159,1966,1009,1975,851
80,FS,161,2291,2153,2291,2097
81,Potato,163,2291,2061,2291,1862
82,White,165,2291,1823,2291,1659
83,(Lb)-158,167,2291,1622,2291,1373
84,24,169,2305,2084,2303,2024
85,Tato,171,2303,1984,2300,1861
86,nite,173,2299,1836,2294,1652
87,(l1b$1.1,175,2293,1634,2273,868
88,2241,177,2366,2155,2362,1997
89,1i,179,2362,1978,2355,1724
90,127,181,2354,1704,2352,1637
91,$0.79/1b,183,2350,1578,2342,1272
92,$1.11,185,2340,1202,2331,857
93,FS,187,2431,2153,2428,2092
94,Mint,189,2429,2055,2423,1927
95,(Bn)-127,191,2423,1880,2412,1622
96,FS,193,2567,2153,2564,2092
97,Eggplant,195,2563,2051,2551,1787
98,Indian,197,2553,1742,2544,1547
99,(Lb)-50,199,2539,1508,2529,1285
100,FS,201,2707,2153,2704,2090
101,TINDORA,203,2703,2049,2693,1814
102,(LB)-7799,205,2691,1771,2678,1473
103,FS,207,2842,2149,2839,2086
104,Bitter,209,2838,2049,2829,1846
105,Melon,211,2827,1807,2820,1637
106,Indian,213,2821,1596,2813,1403
107,(Lb)-90,215,2809,1360,2799,1137
108,0.51,217,2911,2155,2905,2025
109,lb,219,2903,1984,2901,1932
110,$1.99/1,221,2890,1657,2874,1279
111,Subtotal,223,3055,2153,3031,1884
112,REFUND,225,3457,1968,3449,1775
113,WITHEN,227,3447,1736,3438,1527
114,24,229,3435,1488,3432,1428
115,HOURS,231,3433,1389,3425,1217
116,WITH,233,3423,1193,3417,1045
117,RECEIPT!,235,3415,1019,3402,723
118,THANK,237,3510,1515,3503,1349
119,YOU...,239,3500,1311,3491,1116
120,;,241,2992,1728,2984,1728
121,i,243,3010,1720,3000,1720
122,2a1,245,2941,1454,2744,1463
123,@,247,2955,1730,2895,1732
124,@,249,2815,1734,2755,1736
125,7,251,2533,1405,2473,1409
126,0L0,253,2667,1468,2474,1476
127,22,255,1767,883,1924,915
128,90957,257,2399,1419,2104,1440
129,E,259,2226,1720,2159,1723
130,@,261,2289,1750,2228,1753
131,4,263,2033,1437,2001,1439
132,70,265,1576,844,1699,869
133,@,267,2161,1756,2105,1758
134,2,269,1762,1466,1710,1470
135,@@,271,1679,1712,1851,1704
136,::,273,1311,1775,1273,1777
137,04,275,1177,1738,1248,1735
