,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
22,0,1,vishnu,3,105,51,246,64
35,1,2,Foods,5,273,62,381,72
23,3,4,FA1,9,105,86,216,99
44,2,3,Road,7,398,86,499,95
8,6,6,641,13,22,100,74,104
17,5,7,E,15,93,100,119,102
31,4,5,gonquin73,11,226,100,497,124
10,8,8,"schaumburg,",17,43,121,281,122
36,7,9,60173,19,292,121,494,117
20,9,10,847-303-5116,21,93,149,378,161
27,10,11,NAMASTE,23,154,196,315,200
24,12,14,7:48:27,29,115,219,199,222
30,13,15,PM,31,212,219,236,225
45,11,12,BHA,25,458,219,499,221
6,14,13,3/4/2018,27,22,230,103,227
7,17,16,ONIONS,33,22,280,80,281
16,15,17,E,35,93,280,103,280
25,16,18,LBS,37,115,280,150,279
9,19,19,3,39,32,305,38,307
14,20,20,$1.49ea,41,68,305,149,307
41,21,25,$4.47,51,398,305,458,304
46,18,26,TX,53,472,305,496,304
5,27,21,PENOLA,43,22,332,80,334
18,26,22,PEANUT,45,93,332,162,334
28,25,23,OIL,47,177,332,213,333
32,24,24,1GAL,49,226,332,274,333
42,23,27,$9.99,55,398,332,460,333
47,22,28,Tx,57,472,332,498,332
3,29,29,SUB,59,22,386,49,389
11,30,30,TOTAL,61,60,386,116,390
39,28,33,$14.46,67,389,386,461,386
4,32,31,Tax,63,22,414,50,418
13,33,32,1,65,60,414,69,419
43,31,34,$0.33,69,398,414,461,414
2,35,36,TOTAL,73,22,464,127,475
38,34,35,$14-79,71,347,464,487,470
1,37,37,Credit,75,22,493,83,501
19,38,38,card,77,93,493,143,503
40,36,42,$14.79,85,389,493,464,499
0,39,39,Item,79,22,522,60,524
15,40,40,count:,81,68,522,138,531
26,41,41,4,83,154,522,166,532
12,42,43,:219713Terminal:040000033-00,87,60,560,457,544
34,44,47,COME,95,254,576,302,584
37,43,48,AGAIN,97,315,576,371,576
21,45,44,THANK,89,105,587,165,587
29,46,45,VOLL,91,177,587,223,588
33,47,46,&,93,226,587,246,588
