,level_0,Word_Count,Word,index,X1,Y1,X2,Y2
10,0,11,1,23,578,820,581,806
43,1,132,70,265,1576,844,1699,869
8,2,10,-,21,572,880,579,850
50,3,127,22,255,1762,880,1924,915
36,4,33,Price,67,1435,895,1456,712
6,5,9,A,19,572,915,575,881
7,6,8,#,17,572,950,575,914
73,7,79,$3.48,159,1966,1009,1975,851
12,9,7,",",15,610,1019,615,1007
129,8,117,RECEIPT!,235,3415,1019,3402,723
5,11,6,DR,13,549,1106,556,1031
26,12,26,PM,53,1080,1106,1089,1028
33,10,32,Total,65,1403,1106,1423,935
13,14,14,85308,29,622,1193,639,1003
42,15,40,822486140,81,1537,1193,1577,885
97,16,92,$1.11,185,2340,1193,2331,857
130,13,116,WITH,233,3423,1193,3417,1045
41,17,39,-,79,1537,1238,1541,1206
21,18,22,Purchase,45,907,1267,938,985
11,19,13,AZ,27,610,1307,616,1236
57,20,49,lb,99,1842,1307,1840,1253
135,21,119,YOU...,239,3500,1307,3491,1116
4,22,5,HILLS,11,527,1336,544,1144
24,24,25,53:22,51,1055,1336,1077,1140
70,23,67,1b,135,1935,1336,1940,1273
56,25,48,/,97,1836,1352,1835,1320
115,26,107,(Lb)-90,215,2809,1352,2799,1137
32,27,31,Price,63,1376,1362,1397,1181
69,28,66,/,133,1935,1362,1936,1338
40,29,38,737G,77,1517,1374,1535,1239
23,32,24,8,49,1049,1387,1052,1369
44,30,42,8606002080360,85,1596,1387,1649,903
131,31,115,HOURS,231,3433,1387,3425,1217
106,33,125,7,251,2533,1405,2473,1409
102,34,128,90957,257,2399,1419,2104,1440
76,35,131,4,263,2033,1437,2001,1439
20,36,21,Card,43,887,1450,902,1311
124,37,122,2a1,245,2941,1450,2744,1463
49,38,134,2,269,1762,1466,1710,1470
111,39,126,0L0,253,2667,1466,2474,1476
54,41,47,2.49,95,1823,1488,1822,1354
82,42,78,(20LBS)-4796003130023,157,2161,1488,2161,856
132,40,114,24,229,3433,1488,3432,1428
68,43,65,1.99,131,1925,1502,1931,1366
107,44,99,(Lb)-50,199,2539,1502,2529,1285
28,48,29,LEDDY,59,1135,1515,1155,1350
52,46,50,$2.49/1b,101,1823,1515,1846,1254
55,47,46,$,93,1830,1515,1829,1493
136,45,118,THANK,237,3510,1515,3503,1349
67,49,64,$,129,1925,1531,1926,1503
31,50,30,Unit,61,1358,1543,1375,1402
3,52,4,UNION,9,509,1553,525,1376
38,51,37,SALT,75,1498,1553,1514,1416
14,53,15,623-780-1234,31,667,1573,706,1132
98,54,91,$0.79/1b,183,2350,1573,2342,1272
117,55,106,Indian,213,2821,1596,2813,1403
84,57,77,RICE,155,2161,1622,2165,1505
91,56,83,(Lb)-158,167,2289,1622,2291,1373
2,59,3,.,7,503,1634,508,1604
93,58,87,(l1b$1.1,175,2289,1634,2273,868
121,60,110,$1.99/1,221,2890,1657,2874,1279
1,61,2,w,5,503,1667,506,1637
9,62,12,"GLENDALE,",25,578,1667,606,1357
45,64,135,@@,271,1679,1704,1851,1704
99,63,90,127,181,2350,1704,2352,1637
19,65,20,Credit,41,858,1714,882,1490
63,66,57,139,115,1862,1714,1858,1625
87,67,129,E,259,2226,1714,2159,1723
127,68,121,i,243,3010,1714,3000,1720
116,71,124,@,249,2815,1728,2755,1736
125,70,123,@,247,2955,1728,2895,1732
126,69,120,;,241,2992,1728,2984,1728
133,72,113,WITHEN,227,3447,1728,3438,1527
29,73,137,04,275,1177,1738,1248,1735
108,74,98,Indian,197,2553,1738,2544,1547
81,76,133,@,267,2161,1750,2105,1758
88,75,130,@,261,2289,1750,2228,1753
15,78,17,261548,35,803,1762,821,1555
37,77,36,TABLE,73,1472,1762,1493,1589
112,79,102,(LB)-7799,205,2691,1762,2678,1473
22,82,23,01,47,1006,1775,1039,1483
30,80,136,::,273,1311,1775,1273,1777
48,81,45,(LB)-7799,91,1738,1775,1769,1483
62,83,56,),113,1850,1785,1849,1767
71,84,63,205552,127,1935,1785,1947,1600
18,85,19,to,39,850,1795,857,1734
118,86,105,Melon,211,2827,1807,2820,1637
27,87,28,SELENIA,57,1100,1817,1130,1561
72,88,62,..,125,1952,1817,1953,1801
90,89,82,White,165,2289,1817,2291,1659
16,92,16,#,33,811,1828,813,1808
61,90,55,b,111,1842,1828,1845,1794
94,91,86,nite,173,2299,1828,2294,1652
0,93,1,4410,3,484,1848,497,1703
85,94,76,BOILED,153,2161,1848,2165,1661
60,95,54,L,109,1842,1868,1845,1842
103,96,95,(Bn)-127,191,2423,1880,2412,1622
58,97,53,(,107,1842,1909,1842,1871
17,99,18,se,37,832,1952,839,1895
74,98,69,LB,139,1978,1952,1978,1892
134,100,112,REFUND,225,3457,1968,3449,1775
95,103,85,Tato,171,2299,1978,2300,1861
100,101,89,1i,179,2362,1978,2355,1724
122,102,109,lb,219,2903,1978,2901,1932
79,104,73,lb,147,2100,1998,2100,1929
66,105,61,TNGKWA,123,1919,2019,1927,1828
35,106,35,IODIZED,71,1435,2035,1463,1800
83,110,75,PONNI,151,2161,2049,2163,1895
104,111,94,Mint,189,2429,2049,2423,1927
109,109,97,Eggplant,195,2563,2049,2551,1787
113,107,101,TINDORA,203,2703,2049,2693,1814
119,108,104,Bitter,209,2838,2049,2829,1846
47,115,44,TINDORA,89,1697,2059,1727,1821
53,112,52,OKRA,105,1823,2059,1837,1926
65,114,60,,121,1893,2059,1896,2039
89,113,81,Potato,163,2289,2059,2291,1862
25,116,27,ASHIER:,55,1070,2073,1097,1842
78,117,71,GUVAL-201182,143,2039,2073,2039,1677
96,118,84,24,169,2305,2084,2303,2024
64,119,59,',119,1893,2100,1895,2064
39,121,41,SDR(2000,83,1517,2112,1592,1430
59,120,58,17,117,1842,2112,1842,2064
46,122,43,S,87,1697,2128,1703,2074
34,123,34,FS,69,1423,2141,1432,2067
75,124,68,1.577,137,1978,2141,1978,1993
120,125,103,FS,207,2838,2141,2839,2086
51,136,51,FS,103,1817,2153,1822,2094
77,126,70,FS,141,2039,2153,2039,2103
80,135,72,0.61,145,2100,2153,2100,2029
86,132,74,FS,149,2167,2153,2167,2090
92,128,80,FS,161,2289,2153,2291,2097
101,134,88,2241,177,2362,2153,2362,1997
105,131,93,FS,187,2429,2153,2428,2092
110,129,96,FS,193,2563,2153,2564,2092
114,127,100,FS,201,2703,2153,2704,2090
123,133,108,0.51,217,2911,2153,2905,2025
128,130,111,Subtotal,223,3055,2153,3031,1884
