|Word_Count|Word|X1|Y1|X2|Y2
1|1|ler|100|6|123|7
2|2|cash2|147|5|183|5
3|3|Counter|242|9|284|10
4|4|BILL|309|10|337|11
5|5|Description|82|37|157|38
6|6|A4|82|56|99|56
7|7|SPARKILING|109|55|183|55
8|8|STIC|187|55|211|55
9|9|BRINJI|82|73|124|73
10|10|LEAF|131|73|161|73
11|11|20GM|167|72|197|72
12|12|CHART|82|91|128|90
13|13|THICK|137|90|175|89
14|14|DAR|181|90|206|89
15|15|CHART|82|107|129|106
16|16|THICK|138|107|175|106
17|17|GREE|181|106|213|105
18|18|CHART|82|124|129|123
19|19|THICK|138|124|176|123
20|20|ORA|181|123|209|122
21|21|CHART|83|141|129|140
22|22|THICK|135|141|173|140
23|23|PINK|179|140|208|139
24|24|CLOUDY|82|158|139|157
25|25|COLOURI|145|158|202|157
26|26|CLOUDY|83|175|140|174
27|27|COLOURIN|145|175|213|173
28|28|CLOUDY|83|193|141|192
29|29|SANGA|151|193|195|192
30|30|TA|200|193|216|193
31|31|COLGAT|83|211|142|210
32|32|ACTIVESA|148|211|213|210
33|33|COLOUR|84|229|142|228
34|34|PAPER|151|229|191|228
35|35|FLU|197|227|217|227
36|36|DH|84|247|105|247
37|37|RED|110|247|136|247
38|38|AVAL|142|247|176|246
39|39|NICE|182|247|211|246
40|40|DHYA|84|264|126|263
41|41|SOYA|134|264|170|263
42|42|PANR|180|262|209|261
43|43|FENUGREEK|85|282|167|280
44|44|100GM|174|280|208|279
45|45|FORTUNE|85|301|153|299
46|46|GROUND|159|300|215|298
47|47|GIFT|85|319|120|318
48|48|RIBBON|125|319|175|317
49|49|PRINT|180|318|218|317
50|50|GLITTER|86|338|146|335
51|51|SHEET|152|337|191|335
52|52|GREEN|86|356|136|354
53|53|COUNTRY|145|356|208|353
54|54|E|214|353|220|353
55|55|HIMA|87|374|128|372
56|56|NEEM|137|373|172|371
57|57|4X75SO|177|371|223|369
58|58|IDHAYAM|87|393|158|390
59|59|GINGE|162|389|207|387
60|60|OI|216|387|229|386
61|61|314.00|239|388|274|386
62|62|312.65|284|386|319|384
63|63|J|93|411|103|411
64|64|SON|102|412|129|411
65|65|GARBAGEBA|134|409|215|405
66|66|MRP|228|41|258|42
67|67|Rate|275|41|300|42
68|68|Qty|316|43|335|44
69|69|Amt|362|44|386|45
70|70|10.00|230|57|259|59
71|71|6.00|281|61|301|61
72|72|6.00|368|61|387|61
73|73|7.00|240|74|261|75
74|74|6.00|282|76|303|76
75|75|1|336|77|338|77
76|76|6.00|369|77|389|77
77|77|18.00|235|91|260|91
78|78|18.00|278|91|303|92
79|79|18.00|365|92|390|92
80|80|18.00|236|107|261|108
81|81|18.00|279|108|304|108
82|82|18.00|367|108|391|108
