|index|Unnamed: 0|Word_Count|Word|X1|Y1|X2|Y2
33|0|1|1|Tax|217|45|243|45
38|1|2|2|Invoice|249|45|304|45
32|2|3|3|CHAIPOINT|210|80|306|80
25|4|4|4|RMZ|167|111|203|112
31|3|5|5|Millenia-|210|111|280|111
42|5|6|6|Chenriai|287|111|351|115
27|6|7|7|SAC|176|145|215|146
34|7|8|8|Code:996331|223|145|332|147
12|8|12|12|Invoice|42|195|98|197
20|9|13|13|No:|104|195|129|198
47|10|9|9|Partner:Kokilaraman|303|195|473|208
9|11|14|14|12136|36|209|88|210
17|12|15|15|10346L260919|90|209|205|213
11|14|16|16|Date:26-9-2019|42|225|162|232
68|13|10|10|R|462|225|472|225
54|15|11|11|Time:19:15:46|358|237|472|242
10|16|17|17|ITEM|36|262|80|264
43|17|18|18|QTY|303|272|338|273
58|18|19|19|AMOUNT|388|272|469|278
8|19|20|20|Ginger|36|296|89|298
19|20|21|21|Chai-Regular|98|296|208|302
64|21|22|22|19.05|423|313|467|314
51|22|23|23|Sub|337|345|369|346
56|23|24|24|Total:|377|345|417|348
63|24|25|25|19.05|423|345|468|350
45|25|26|26|CGST@2.5%:|303|361|426|366
67|26|27|27|0.48|433|361|468|367
48|27|28|28|SGST@2.5%:|303|375|418|380
62|28|29|29|0.48|423|375|468|385
52|29|30|30|Total|346|396|380|397
57|30|31|31|GST:|388|396|427|402
66|31|32|32|0.95|433|396|468|403
50|32|33|33|Rounding|310|415|391|417
59|33|34|34|Off:|400|415|426|419
65|34|35|35|0.00|433|415|467|421
49|35|36|36|Due|310|432|340|433
53|36|37|37|Amount:|346|432|415|435
61|37|38|38|20.00|423|432|466|439
23|38|39|39|THANK|128|456|194|459
29|39|40|40|YOU.|202|456|251|462
40|40|41|41|VISIT|256|456|293|464
44|41|42|42|AGAIN|303|456|353|467
26|42|43|43|Registered|167|494|258|497
41|43|44|44|Office|267|494|308|498
6|44|45|45|Mountain|26|507|101|510
21|45|46|46|Trail|112|507|141|512
24|46|47|47|Foods|150|507|193|513
30|47|48|48|Pvt.|202|507|235|514
36|48|49|49|Ltd|236|507|270|517
0|49|50|50|Umiya|26|522|79|524
15|50|51|51|Emporirum,|84|522|179|528
28|51|52|52|#97,|176|522|222|531
35|52|53|53|2nd|223|522|249|532
7|56|58|58|Madiwala|26|532|103|543
39|53|54|54|Floor,|249|532|305|534
46|54|55|55|Hosur|303|532|355|536
55|55|56|56|Main|358|532|399|539
60|57|57|57|Road|407|532|445|541
2|58|59|59|Bengaluru-560029|26|559|174|563
3|59|60|60|FSSAI|26|574|78|576
16|60|61|61|Code|84|574|126|580
5|61|62|62|GSTIN:|26|593|86|595
18|62|63|63|33AAFCM5807R1|90|593|235|599
37|63|64|64|Z0|236|593|256|600
4|64|65|65|State|26|610|68|611
14|65|66|66|Code:|73|610|120|614
22|66|67|67|33|128|610|145|615
1|67|68|68|PAN:|26|625|71|627
13|68|69|69|AAFCM5807R|73|625|184|630
