|index|Unnamed: 0|Word_Count|Word|X1|Y1|X2|Y2
3|2|1|1|ADYAR|54|27|116|29
15|0|2|2|ANANDA|134|27|209|27
41|1|3|3|BHAVAN|222|27|300|28
61|3|4|4|SWEETS|316|27|387|29
14|5|5|5|INDIA|105|44|170|45
26|4|6|6|PRIVATE|184|44|273|45
59|6|7|7|LTD|292|44|327|46
18|8|8|8|(A2B|153|64|179|65
27|9|9|9|VEG|184|64|206|65
33|7|10|10|RESTAURANTI|212|64|284|65
7|13|11|11|RMZ|64|82|82|85
11|12|12|12|MILLENIA|87|82|145|84
16|10|13|13|BUS|153|82|174|82
22|11|14|14|INESS|176|82|205|82
35|14|15|15|PARK-II-FOODCOURT,|212|82|329|85
13|18|16|16|MGR-SALAI-PERUNGUDI,|105|102|239|105
45|15|17|17|-|252|102|261|102
50|16|18|18|TAMBARAM|260|102|314|102
62|17|19|19|CHENNAT|323|102|371|102
20|20|20|20|Pin:600096RN:|168|122|252|124
46|19|21|21|45014455|252|122|309|121
19|23|22|22|CIN|153|167|174|171
25|22|23|23|:|184|167|197|168
29|21|24|24|U15490TN2009PTC071449|196|167|336|164
17|24|25|25|GSTIN:33AAICA3787F1ZN|153|192|342|189
31|25|26|26|INUOICE|204|236|297|234
0|27|27|27|B.|48|281|89|282
10|26|28|28|No:CR19273/119349|87|281|312|274
42|31|31|31|Date|235|294|261|301
52|30|32|32|:17/Dec/2019|269|294|349|298
67|29|33|33|05:25:57|364|294|416|295
73|28|34|34|PM|425|294|437|293
1|32|29|29|Pay|48|308|72|307
8|33|30|30|Mode:CARD|81|308|143|306
49|37|35|35|Bill|260|318|288|323
60|36|36|36|By:|298|318|315|321
63|35|37|37|SELVAKUMAR|323|318|391|317
68|34|38|38|BALASU|400|318|438|316
28|39|39|39|SELF|196|348|231|348
43|38|40|40|SERVICE|242|348|305|346
57|42|45|45|Qty|285|384|306|389
66|41|46|46|Rate|340|384|369|387
69|40|41|41|Anount|400|384|445|382
4|45|42|42|Perticulars|54|394|131|397
21|44|43|43|GST|168|394|188|395
30|43|44|44|HSN/SAC|204|394|251|392
54|48|49|49|1.000|285|429|317|435
64|47|50|50|30.00|340|429|372|432
70|46|51|51|30.00|416|429|449|427
6|51|54|54|TEA|54|440|75|449
23|50|47|47|5%|176|440|189|442
32|49|48|48|996331|212|440|252|438
55|54|52|52|1.000|285|451|318|458
65|53|53|53|25.00|340|451|374|455
71|52|55|55|25.00|416|451|450|450
5|58|58|58|HEDHU|54|464|90|470
12|57|59|59|VADAI|99|464|133|468
24|56|56|56|58|176|464|190|465
34|55|57|57|996331|212|464|253|462
72|59|60|60|55.00|416|499|454|498
2|62|63|63|Tot|48|510|81|516
9|63|64|64|Itns2|87|510|120|517
36|61|61|61|Sub|222|510|242|511
44|60|62|62|Total|252|510|284|508
75|64|65|65|1.38|425|523|456|521
37|67|66|66|SGST|222|533|251|534
47|66|67|67|2.5|260|533|279|533
56|65|68|68|%|285|533|293|533
77|68|69|69|1.38|431|546|459|545
39|71|70|70|CGST|222|557|251|558
48|70|71|71|2.5|260|557|280|557
58|69|72|72|%|285|557|294|557
74|72|73|73|-0.01|425|571|459|570
40|74|74|74|Round|222|581|260|582
51|73|75|75|off|269|581|288|580
38|77|76|76|Total|222|620|270|627
53|76|77|77|Annunt|269|620|313|625
76|75|78|78|57.75|431|620|465|619
