|Word_Count|Word|X1|Y1|X2|Y2
1|1|#|115|6|121|6
2|2|3|122|6|129|6
3|3|3rd|140|6|159|6
4|4|CROSS|164|6|213|7
5|5|STREET|219|6|270|7
6|6|,|271|7|275|7
7|7|VIJAYA|280|8|328|9
8|8|NAGAR|332|9|379|10
9|9|VELACHERY,|141|24|226|24
10|10|CHENNAI|229|24|291|24
11|11|600|299|24|323|24
12|12|042|329|24|351|24
13|13|GSTIN:33ACPE|161|41|256|41
14|14|S3952A127|262|41|332|41
15|15|PH:|165|61|186|61
16|16|044-2259|190|61|250|61
17|17|9999/|257|61|291|61
18|18|444|298|61|319|61
19|19|Bill|63|82|90|82
20|20|No|94|82|113|82
21|21|AC179929|128|82|208|83
22|22|Table|60|107|91|107
23|23|No|97|107|114|107
24|24|4|122|107|129|107
25|25|Covers/Pax|143|107|237|107
26|26|Date|60|127|89|127
27|27|20/Feb/2019|104|127|185|127
28|28|Time|239|129|269|129
29|29|:16:20:38|276|129|334|129
30|30|Item|57|170|85|170
31|31|Rate|260|172|289|172
32|32|Qty|300|172|332|172
33|33|Amt|347|172|406|172
34|34|Manchow[chijsoup|60|207|212|207
35|35|140.00|228|207|288|207
36|36|2|303|207|334|207
37|37|280.00|346|207|406|207
38|38|Cream|56|232|111|232
39|39|Of|118|232|137|232
40|40|Tomato|143|232|204|232
41|41|So|211|233|233|233
42|42|110.00|236|233|289|233
43|43|1|328|234|333|234
44|44|110.00|356|234|408|234
45|45|Alfaham|55|257|125|257
46|46|Dejaj[half|132|257|216|257
47|47|230.00|234|258|290|258
48|48|1|328|258|332|258
49|49|230.00|353|258|408|258
50|50|Grill|54|281|87|281
51|51|Chicken|94|281|163|281
52|52|Half|171|282|203|282
53|53|210.00|234|282|290|282
54|54|1|328|283|332|283
55|55|210.00|353|282|408|282
56|56|Paneer|55|306|116|306
57|57|Tikka|122|306|165|306
58|58|Fish|54|331|89|331
59|59|Finger|96|331|149|331
60|60|Jack|53|356|93|356
61|61|Magic|100|356|151|356
62|62|Veg|53|382|85|382
63|63|Sch|92|382|125|382
64|64|Fried|133|380|174|380
65|65|Rice|182|379|219|379
66|66|145.00|236|379|291|378
67|67|1|330|379|335|379
68|68|145.00|356|378|410|377
69|69|Chicken|53|405|119|404
70|70|Noodles|128|404|198|403
71|71|180.00|214|402|288|401
72|72|1|303|400|334|399
73|73|180.00|346|400|406|399
74|74|Mini|54|432|88|432
75|75|Falooda|95|431|164|431
76|76|250.00|234|306|289|306
77|77|1|327|306|331|306
78|78|250.00|352|306|406|306
79|79|260.00|234|329|288|329
80|80|1|301|329|334|329
81|81|260.00|344|329|405|329
82|82|105.00|235|354|291|354
83|83|1|329|354|334|354
84|84|105.00|355|353|409|353
85|85|Royal|55|455|101|454
86|86|Falooda|110|454|175|452
87|87|1|192|451|240|450
88|88|Mirchi|55|482|104|482
89|89|Citrus|111|482|161|482
90|90|Kulfi|54|507|90|507
91|91|Falooda|98|507|166|506
92|92|130.00|236|429|291|428
93|93|2|330|427|337|427
94|94|260|355|427|384|426
95|95|00|389|426|409|426
96|96|160.00|237|454|289|453
97|97|1|305|452|334|451
98|98|160.00|346|451|408|449
99|99|105.00|237|480|293|478
100|100|1|332|477|336|477
101|101|105.00|357|476|411|474
102|102|160.00|237|505|293|503
103|103|1|331|502|336|502
104|104|160.00|358|500|411|498
105|105|No|55|560|77|559
106|106|of|84|558|99|558
107|107|Item|106|559|141|558
108|108|13|150|558|166|558
109|109|No|171|557|209|556
110|110|Qty|211|555|246|554
111|111|:15|247|554|286|553
112|112|K-0089,K-0092,|54|584|187|578
113|113|K-0093,K-0099,k-0105|190|580|380|572
114|114|Subtotal|201|604|268|601
115|115|CGST|200|628|250|626
116|116|2455.00|363|595|426|591
117|117|61.38|385|618|428|616
