|Word_Count|Word|X1|Y1|X2|Y2
1|1|LALIA|123|18|191|18
2|2|SUPER|206|19|273|19
3|3|HARKET|288|18|366|18
4|4|NO.6.|102|41|144|41
5|5|DHANDEESWARAM|157|41|276|41
6|6|MAIN|286|41|320|41
7|7|ROAD|331|41|367|41
8|8|VELACHER|214|63|318|63
9|9|GSTIN|37|90|83|90
10|10|33AABFL|93|89|153|89
11|11|6568K17lUserId:|158|89|296|89
12|12|SATHEESH.S|308|88|399|88
13|13|PH:22433444,22434000,|36|115|230|112
14|14|42022999|235|113|309|112
15|15|GREDIT|150|137|232|137
16|16|CARD-BILL|249|136|374|136
17|17|Bill|34|160|67|160
18|18|No|80|160|98|160
19|19|CC8130|126|160|194|160
20|20|Date:12/03/2019|210|160|394|160
21|21|counter:PLT-2|34|192|158|187
22|22|Time:9:13:46|232|187|346|186
23|23|PM|356|186|375|186
24|24|Particulars|32|240|139|240
25|25|Rate|259|239|296|239
26|26|oty|313|238|341|238
27|27|Amount|371|238|426|238
28|28|KISSAN|34|295|91|294
29|29|PINEAPPLE|102|294|189|293
30|30|JAM|199|293|227|293
31|31|140.00|242|292|298|291
32|32|1.00|316|292|353|292
33|33|140.00|373|290|428|289
34|34|MODERN|35|322|92|321
35|35|SWEET|103|321|150|320
36|36|BREAD|161|320|208|319
37|37|29.00|251|318|298|317
38|38|1.00|316|318|353|317
39|39|29.00|382|317|428|316
40|40|MOONG|37|349|84|348
41|41|DHALL|94|348|142|347
42|42|500|152|347|180|346
43|43|GMS|191|346|219|345
44|44|52.00|252|345|299|344
45|45|1.00|318|344|354|343
46|46|52.00|382|343|430|342
47|47|NARASUS|37|376|103|375
48|48|COFFEE|114|374|171|373
49|49|50|181|372|200|372
50|50|GM|209|372|228|372
51|51|23.00|251|371|298|370
52|52|1.00|317|371|353|370
53|53|23.00|381|369|429|368
54|54|NARASUS|38|402|104|401
55|55|INSTANT|116|400|181|399
56|56|COFF|191|398|228|397
57|57|73.00|252|398|300|397
58|58|2.00|315|397|354|396
59|59|146.00|374|396|430|395
60|60|390.00|372|445|428|447
61|61|Items:|34|456|87|455
62|62|5.00|98|455|136|454
63|63|Tot|171|453|197|452
64|64|Qty:|208|452|244|451
65|65|6.00|263|451|301|450
66|66|CREDIT|191|506|247|504
67|67|CARD|258|505|295|504
68|68|AMT|306|504|332|503
69|69|390.00|362|501|417|499
70|70|Cust|41|534|76|534
71|71|Code:|88|534|132|534
72|72|42610|155|533|225|533
73|73|SELVA|41|560|88|560
74|74|PRAKASH|97|561|164|561
75|75|M1,|41|588|66|588
76|76|PJP|78|589|106|589
77|77|GARDEN|116|589|173|589
78|78|GANGAT|41|616|94|616
79|79|NAGAR|106|617|154|617
